kx,ky,valid,mean_intensity,std_intensity,max_intensity,skew_intensity,ts_pca1,cluster
1.0,1.0,False,,,,,,0
1.0,2.0,False,,,,,,0
1.0,3.0,False,,,,,,0
1.0,4.0,False,,,,,,0
1.0,5.0,False,,,,,,0
1.0,6.0,False,,,,,,0
1.0,7.0,False,,,,,,0
1.0,8.0,False,,,,,,0
1.0,9.0,False,,,,,,0
1.0,10.0,False,,,,,,0
1.0,11.0,False,,,,,,0
1.0,12.0,False,,,,,,0
1.0,13.0,False,,,,,,0
1.0,14.0,False,,,,,,0
1.0,15.0,False,,,,,,0
1.0,16.0,False,,,,,,0
1.0,17.0,False,,,,,,0
1.0,18.0,False,,,,,,0
1.0,19.0,False,,,,,,0
1.0,20.0,False,,,,,,0
1.0,21.0,False,,,,,,0
1.0,22.0,False,,,,,,0
1.0,23.0,False,,,,,,0
1.0,24.0,False,,,,,,0
1.0,25.0,False,,,,,,0
1.0,26.0,False,,,,,,0
1.0,27.0,False,,,,,,0
1.0,28.0,False,,,,,,0
1.0,29.0,False,,,,,,0
1.0,30.0,False,,,,,,0
1.0,31.0,False,,,,,,0
1.0,32.0,False,,,,,,0
1.0,33.0,False,,,,,,0
1.0,34.0,False,,,,,,0
1.0,35.0,False,,,,,,0
1.0,36.0,False,,,,,,0
1.0,37.0,False,,,,,,0
1.0,38.0,False,,,,,,0
1.0,39.0,False,,,,,,0
1.0,40.0,False,,,,,,0
1.0,41.0,False,,,,,,0
1.0,42.0,False,,,,,,0
1.0,43.0,False,,,,,,0
1.0,44.0,False,,,,,,0
1.0,45.0,False,,,,,,0
1.0,46.0,False,,,,,,0
1.0,47.0,False,,,,,,0
1.0,48.0,False,,,,,,0
1.0,49.0,False,,,,,,0
1.0,50.0,False,,,,,,0
1.0,51.0,False,,,,,,0
1.0,52.0,False,,,,,,0
1.0,53.0,False,,,,,,0
1.0,54.0,False,,,,,,0
1.0,55.0,False,,,,,,0
1.0,56.0,False,,,,,,0
1.0,57.0,False,,,,,,0
1.0,58.0,False,,,,,,0
1.0,59.0,False,,,,,,0
1.0,60.0,False,,,,,,0
1.0,61.0,False,,,,,,0
1.0,62.0,False,,,,,,0
1.0,63.0,False,,,,,,0
1.0,64.0,False,,,,,,0
1.0,65.0,False,,,,,,0
1.0,66.0,False,,,,,,0
1.0,67.0,False,,,,,,0
1.0,68.0,False,,,,,,0
1.0,69.0,False,,,,,,0
1.0,70.0,False,,,,,,0
1.0,71.0,False,,,,,,0
1.0,72.0,False,,,,,,0
1.0,73.0,False,,,,,,0
1.0,74.0,False,,,,,,0
1.0,75.0,False,,,,,,0
1.0,76.0,False,,,,,,0
1.0,77.0,False,,,,,,0
1.0,78.0,False,,,,,,0
1.0,79.0,False,,,,,,0
1.0,80.0,False,,,,,,0
1.0,81.0,False,,,,,,0
1.0,82.0,False,,,,,,0
1.0,83.0,False,,,,,,0
1.0,84.0,False,,,,,,0
1.0,85.0,False,,,,,,0
1.0,86.0,False,,,,,,0
1.0,87.0,False,,,,,,0
1.0,88.0,False,,,,,,0
1.0,89.0,False,,,,,,0
1.0,90.0,False,,,,,,0
1.0,91.0,False,,,,,,0
1.0,92.0,False,,,,,,0
1.0,93.0,False,,,,,,0
1.0,94.0,False,,,,,,0
1.0,95.0,False,,,,,,0
1.0,96.0,False,,,,,,0
1.0,97.0,False,,,,,,0
1.0,98.0,False,,,,,,0
1.0,99.0,False,,,,,,0
1.0,100.0,False,,,,,,0
2.0,1.0,False,,,,,,0
2.0,2.0,False,,,,,,0
2.0,3.0,False,,,,,,0
2.0,4.0,False,,,,,,0
2.0,5.0,False,,,,,,0
2.0,6.0,False,,,,,,0
2.0,7.0,False,,,,,,0
2.0,8.0,False,,,,,,0
2.0,9.0,False,,,,,,0
2.0,10.0,False,,,,,,0
2.0,11.0,False,,,,,,0
2.0,12.0,False,,,,,,0
2.0,13.0,False,,,,,,0
2.0,14.0,False,,,,,,0
2.0,15.0,False,,,,,,0
2.0,16.0,False,,,,,,0
2.0,17.0,False,,,,,,0
2.0,18.0,False,,,,,,0
2.0,19.0,False,,,,,,0
2.0,20.0,False,,,,,,0
2.0,21.0,False,,,,,,0
2.0,22.0,False,,,,,,0
2.0,23.0,False,,,,,,0
2.0,24.0,False,,,,,,0
2.0,25.0,False,,,,,,0
2.0,26.0,False,,,,,,0
2.0,27.0,False,,,,,,0
2.0,28.0,False,,,,,,0
2.0,29.0,False,,,,,,0
2.0,30.0,False,,,,,,0
2.0,31.0,False,,,,,,0
2.0,32.0,False,,,,,,0
2.0,33.0,False,,,,,,0
2.0,34.0,False,,,,,,0
2.0,35.0,False,,,,,,0
2.0,36.0,False,,,,,,0
2.0,37.0,False,,,,,,0
2.0,38.0,False,,,,,,0
2.0,39.0,False,,,,,,0
2.0,40.0,False,,,,,,0
2.0,41.0,False,,,,,,0
2.0,42.0,False,,,,,,0
2.0,43.0,False,,,,,,0
2.0,44.0,True,0.0787791931320698,0.0660778440805345,0.1961309180428867,0.1904096011529906,-8.973976686222029,1
2.0,45.0,True,0.0970487875960519,0.0883507139020417,0.3013369541287063,0.8086389198881155,-8.295567943536911,1
2.0,46.0,True,0.1609509917770399,0.1395352615124855,0.542799424101117,1.181016483382954,-6.3309521584434165,1
2.0,47.0,True,0.1549030321181073,0.1213497194687243,0.3726712630021671,0.1276742731326308,-6.494443027995847,1
2.0,48.0,True,0.1724773544094987,0.141988207711218,0.4933173508897566,0.7597890912870983,-6.065649262199728,1
2.0,49.0,True,0.17913570476974,0.095023759019714,0.367467689818112,0.3406384143465933,-5.712606612838537,1
2.0,50.0,True,0.1741321100170676,0.120811100854826,0.3866465221082927,0.3951803962612434,-5.907916481716312,1
2.0,51.0,True,0.1267320548737452,0.1369914037589296,0.6461588621081903,1.8716595089801116,-7.5721704460393156,1
2.0,52.0,True,0.1991774946459885,0.1303148644696646,0.6149291530642578,1.1522520968296834,-5.119287203557145,1
2.0,53.0,True,0.1963389030118884,0.1515339898324426,0.48021401635221,0.2372433107685956,-5.219509520526269,1
2.0,54.0,True,0.1864292593370501,0.0982598767660332,0.3575534673301144,-0.029672519226911,-5.356429313898764,1
2.0,55.0,True,0.2102896425392503,0.1404589015231707,0.5503404276367069,0.3288740299640922,-4.743543885793429,1
2.0,56.0,True,0.1208592890323536,0.1077242294954618,0.3714485103918079,0.5688751411338333,-7.7386821662248115,1
2.0,57.0,True,0.1451379177332952,0.1235260014000756,0.4425183358951076,0.9511002725260156,-6.914807343328851,1
2.0,58.0,True,0.0640149322623485,0.066516243762771,0.1832510143488096,0.6921952372442467,-9.566183093213873,1
2.0,59.0,True,0.0218473997885766,0.0292949031719074,0.1056916723021873,1.6338049407848023,-10.762002018615862,1
2.0,60.0,False,,,,,,0
2.0,61.0,False,,,,,,0
2.0,62.0,False,,,,,,0
2.0,63.0,False,,,,,,0
2.0,64.0,False,,,,,,0
2.0,65.0,False,,,,,,0
2.0,66.0,False,,,,,,0
2.0,67.0,False,,,,,,0
2.0,68.0,False,,,,,,0
2.0,69.0,False,,,,,,0
2.0,70.0,False,,,,,,0
2.0,71.0,False,,,,,,0
2.0,72.0,False,,,,,,0
2.0,73.0,False,,,,,,0
2.0,74.0,False,,,,,,0
2.0,75.0,False,,,,,,0
2.0,76.0,False,,,,,,0
2.0,77.0,False,,,,,,0
2.0,78.0,False,,,,,,0
2.0,79.0,False,,,,,,0
2.0,80.0,False,,,,,,0
2.0,81.0,False,,,,,,0
2.0,82.0,False,,,,,,0
2.0,83.0,False,,,,,,0
2.0,84.0,False,,,,,,0
2.0,85.0,False,,,,,,0
2.0,86.0,False,,,,,,0
2.0,87.0,False,,,,,,0
2.0,88.0,False,,,,,,0
2.0,89.0,False,,,,,,0
2.0,90.0,False,,,,,,0
2.0,91.0,False,,,,,,0
2.0,92.0,False,,,,,,0
2.0,93.0,False,,,,,,0
2.0,94.0,False,,,,,,0
2.0,95.0,False,,,,,,0
2.0,96.0,False,,,,,,0
2.0,97.0,False,,,,,,0
2.0,98.0,False,,,,,,0
2.0,99.0,False,,,,,,0
2.0,100.0,False,,,,,,0
3.0,1.0,False,,,,,,0
3.0,2.0,False,,,,,,0
3.0,3.0,False,,,,,,0
3.0,4.0,False,,,,,,0
3.0,5.0,False,,,,,,0
3.0,6.0,False,,,,,,0
3.0,7.0,False,,,,,,0
3.0,8.0,False,,,,,,0
3.0,9.0,False,,,,,,0
3.0,10.0,False,,,,,,0
3.0,11.0,False,,,,,,0
3.0,12.0,False,,,,,,0
3.0,13.0,False,,,,,,0
3.0,14.0,False,,,,,,0
3.0,15.0,False,,,,,,0
3.0,16.0,False,,,,,,0
3.0,17.0,False,,,,,,0
3.0,18.0,False,,,,,,0
3.0,19.0,False,,,,,,0
3.0,20.0,False,,,,,,0
3.0,21.0,False,,,,,,0
3.0,22.0,False,,,,,,0
3.0,23.0,False,,,,,,0
3.0,24.0,False,,,,,,0
3.0,25.0,False,,,,,,0
3.0,26.0,False,,,,,,0
3.0,27.0,False,,,,,,0
3.0,28.0,False,,,,,,0
3.0,29.0,False,,,,,,0
3.0,30.0,False,,,,,,0
3.0,31.0,False,,,,,,0
3.0,32.0,False,,,,,,0
3.0,33.0,False,,,,,,0
3.0,34.0,False,,,,,,0
3.0,35.0,False,,,,,,0
3.0,36.0,False,,,,,,0
3.0,37.0,False,,,,,,0
3.0,38.0,False,,,,,,0
3.0,39.0,True,0.0695523129930958,0.1048113361318895,0.3739681905784134,1.7935646684445832,-9.166421656181944,1
3.0,40.0,True,0.1475828054723121,0.1082735032404236,0.3971764678146459,0.9091312018345276,-6.707419500091813,1
3.0,41.0,True,0.1590685374276599,0.1089060524022297,0.36213959796406,0.3724710684275913,-6.092051069113817,1
3.0,42.0,True,0.2959124166145753,0.1351793201330982,0.5275361469114247,-0.1035257550029576,-1.97239809567923,1
3.0,43.0,True,0.2864684810293434,0.1576509770193369,0.5830975095741436,-0.0502942145704823,-2.1462285838701605,1
3.0,44.0,True,0.2766219479104064,0.1010787230122796,0.5028857170038201,0.5453096821461719,-2.5437024836791777,1
3.0,45.0,True,0.3453213240451261,0.1477477675946208,0.622352270945951,-0.1032310725833892,-0.0584697908336056,2
3.0,46.0,True,0.3315113007418316,0.1180295129321212,0.5126004127068385,-0.7164355805124737,-0.5891931297192312,1
3.0,47.0,True,0.2242279144513958,0.1800293554477264,0.6537389527560018,1.0475897732616166,-4.222959280293909,1
