kx,ky,valid,mean_intensity,std_intensity,max_intensity,skew_intensity,ts_pca1,cluster
1.0,1.0,False,,,,,,0
1.0,2.0,False,,,,,,0
1.0,3.0,False,,,,,,0
1.0,4.0,False,,,,,,0
1.0,5.0,False,,,,,,0
1.0,6.0,False,,,,,,0
1.0,7.0,False,,,,,,0
1.0,8.0,False,,,,,,0
1.0,9.0,False,,,,,,0
1.0,10.0,False,,,,,,0
1.0,11.0,False,,,,,,0
1.0,12.0,False,,,,,,0
1.0,13.0,False,,,,,,0
1.0,14.0,False,,,,,,0
1.0,15.0,False,,,,,,0
1.0,16.0,False,,,,,,0
1.0,17.0,False,,,,,,0
1.0,18.0,False,,,,,,0
1.0,19.0,False,,,,,,0
1.0,20.0,False,,,,,,0
1.0,21.0,False,,,,,,0
1.0,22.0,False,,,,,,0
1.0,23.0,False,,,,,,0
1.0,24.0,False,,,,,,0
1.0,25.0,False,,,,,,0
1.0,26.0,False,,,,,,0
1.0,27.0,False,,,,,,0
1.0,28.0,False,,,,,,0
1.0,29.0,False,,,,,,0
1.0,30.0,False,,,,,,0
1.0,31.0,False,,,,,,0
1.0,32.0,False,,,,,,0
1.0,33.0,False,,,,,,0
1.0,34.0,False,,,,,,0
1.0,35.0,False,,,,,,0
1.0,36.0,False,,,,,,0
1.0,37.0,False,,,,,,0
1.0,38.0,False,,,,,,0
1.0,39.0,False,,,,,,0
1.0,40.0,False,,,,,,0
1.0,41.0,False,,,,,,0
1.0,42.0,False,,,,,,0
1.0,43.0,False,,,,,,0
1.0,44.0,False,,,,,,0
1.0,45.0,False,,,,,,0
1.0,46.0,False,,,,,,0
1.0,47.0,False,,,,,,0
1.0,48.0,False,,,,,,0
1.0,49.0,False,,,,,,0
1.0,50.0,False,,,,,,0
1.0,51.0,False,,,,,,0
1.0,52.0,False,,,,,,0
1.0,53.0,False,,,,,,0
1.0,54.0,False,,,,,,0
1.0,55.0,False,,,,,,0
1.0,56.0,False,,,,,,0
1.0,57.0,False,,,,,,0
1.0,58.0,False,,,,,,0
1.0,59.0,False,,,,,,0
1.0,60.0,False,,,,,,0
1.0,61.0,False,,,,,,0
1.0,62.0,False,,,,,,0
1.0,63.0,False,,,,,,0
1.0,64.0,False,,,,,,0
1.0,65.0,False,,,,,,0
1.0,66.0,False,,,,,,0
1.0,67.0,False,,,,,,0
1.0,68.0,False,,,,,,0
1.0,69.0,False,,,,,,0
1.0,70.0,False,,,,,,0
1.0,71.0,False,,,,,,0
1.0,72.0,False,,,,,,0
1.0,73.0,False,,,,,,0
1.0,74.0,False,,,,,,0
1.0,75.0,False,,,,,,0
1.0,76.0,False,,,,,,0
1.0,77.0,False,,,,,,0
1.0,78.0,False,,,,,,0
1.0,79.0,False,,,,,,0
1.0,80.0,False,,,,,,0
1.0,81.0,False,,,,,,0
1.0,82.0,False,,,,,,0
1.0,83.0,False,,,,,,0
1.0,84.0,False,,,,,,0
1.0,85.0,False,,,,,,0
1.0,86.0,False,,,,,,0
1.0,87.0,False,,,,,,0
1.0,88.0,False,,,,,,0
1.0,89.0,False,,,,,,0
1.0,90.0,False,,,,,,0
1.0,91.0,False,,,,,,0
1.0,92.0,False,,,,,,0
1.0,93.0,False,,,,,,0
1.0,94.0,False,,,,,,0
1.0,95.0,False,,,,,,0
1.0,96.0,False,,,,,,0
1.0,97.0,False,,,,,,0
1.0,98.0,False,,,,,,0
1.0,99.0,False,,,,,,0
1.0,100.0,False,,,,,,0
2.0,1.0,False,,,,,,0
2.0,2.0,False,,,,,,0
2.0,3.0,False,,,,,,0
2.0,4.0,False,,,,,,0
2.0,5.0,False,,,,,,0
2.0,6.0,False,,,,,,0
2.0,7.0,False,,,,,,0
2.0,8.0,False,,,,,,0
2.0,9.0,False,,,,,,0
2.0,10.0,False,,,,,,0
2.0,11.0,False,,,,,,0
2.0,12.0,False,,,,,,0
2.0,13.0,False,,,,,,0
2.0,14.0,False,,,,,,0
2.0,15.0,False,,,,,,0
2.0,16.0,False,,,,,,0
2.0,17.0,False,,,,,,0
2.0,18.0,False,,,,,,0
2.0,19.0,False,,,,,,0
2.0,20.0,False,,,,,,0
2.0,21.0,False,,,,,,0
2.0,22.0,False,,,,,,0
2.0,23.0,False,,,,,,0
2.0,24.0,False,,,,,,0
2.0,25.0,False,,,,,,0
2.0,26.0,False,,,,,,0
2.0,27.0,False,,,,,,0
2.0,28.0,False,,,,,,0
2.0,29.0,False,,,,,,0
2.0,30.0,False,,,,,,0
2.0,31.0,False,,,,,,0
2.0,32.0,False,,,,,,0
2.0,33.0,False,,,,,,0
2.0,34.0,False,,,,,,0
2.0,35.0,False,,,,,,0
2.0,36.0,False,,,,,,0
2.0,37.0,False,,,,,,0
2.0,38.0,False,,,,,,0
2.0,39.0,False,,,,,,0
2.0,40.0,False,,,,,,0
2.0,41.0,False,,,,,,0
2.0,42.0,False,,,,,,0
2.0,43.0,False,,,,,,0
2.0,44.0,True,0.0161139612681431,0.0355703687708863,0.1211965208107012,2.0496886221432633,-9.441390325782896,1
2.0,45.0,True,0.1384747693950605,0.0779121717329073,0.3105518788768663,0.0567667103487993,-5.643228217848711,1
2.0,46.0,True,0.1143388341411039,0.1222250153360001,0.4271502974881338,1.1088335964011398,-6.52338385412973,1
2.0,47.0,True,0.1722129467367598,0.0807379294260985,0.3185215576406515,0.1536389058278737,-4.599648266759512,1
2.0,48.0,True,0.1756451779856827,0.1009908611483911,0.4535815304545407,0.8581995637221692,-4.721136899766832,1
2.0,49.0,True,0.1785765895201809,0.1379854059755247,0.4318572991335042,0.2874842789674492,-4.169218358070335,1
2.0,50.0,True,0.1696376583770245,0.153852696548956,0.5555189609330654,0.9458219414040816,-4.60255525860925,1
2.0,51.0,True,0.2565936493222543,0.1915133923577755,0.65833224245251,0.3893108287514971,-1.9125504520342007,3
2.0,52.0,True,0.2622183281183069,0.1334397594790128,0.5848237332095167,0.3331678777569899,-1.85580356524472,1
2.0,53.0,True,0.2338754451100458,0.1478597426495072,0.558674172583255,0.7851959111011292,-2.607818583146491,1
2.0,54.0,True,0.1553841646075788,0.1324895885965404,0.4228810810644834,0.4355685780857737,-5.251992752484342,1
2.0,55.0,True,0.1991113697319111,0.1675734763637071,0.5198035226138561,0.3885718858839423,-4.025289294519548,1
2.0,56.0,True,0.2610380721466308,0.1229416172948959,0.5321654964252978,0.1930752852883272,-1.8726231027108624,1
2.0,57.0,True,0.2143608714490543,0.1435904223323161,0.483735381215551,0.2535024575759044,-3.1225423683783218,1
2.0,58.0,True,0.0394909071277916,0.0444457717019014,0.1234618272970333,0.7377135922146942,-8.6500550094422,1
2.0,59.0,True,0.0305235024630723,0.027478399373516,0.0964396113157844,0.6641927883690281,-8.98869922746318,1
2.0,60.0,False,,,,,,0
2.0,61.0,False,,,,,,0
2.0,62.0,False,,,,,,0
2.0,63.0,False,,,,,,0
2.0,64.0,False,,,,,,0
2.0,65.0,False,,,,,,0
2.0,66.0,False,,,,,,0
2.0,67.0,False,,,,,,0
2.0,68.0,False,,,,,,0
2.0,69.0,False,,,,,,0
2.0,70.0,False,,,,,,0
2.0,71.0,False,,,,,,0
2.0,72.0,False,,,,,,0
2.0,73.0,False,,,,,,0
2.0,74.0,False,,,,,,0
2.0,75.0,False,,,,,,0
2.0,76.0,False,,,,,,0
2.0,77.0,False,,,,,,0
2.0,78.0,False,,,,,,0
2.0,79.0,False,,,,,,0
2.0,80.0,False,,,,,,0
2.0,81.0,False,,,,,,0
2.0,82.0,False,,,,,,0
2.0,83.0,False,,,,,,0
2.0,84.0,False,,,,,,0
2.0,85.0,False,,,,,,0
2.0,86.0,False,,,,,,0
2.0,87.0,False,,,,,,0
2.0,88.0,False,,,,,,0
2.0,89.0,False,,,,,,0
2.0,90.0,False,,,,,,0
2.0,91.0,False,,,,,,0
2.0,92.0,False,,,,,,0
2.0,93.0,False,,,,,,0
2.0,94.0,False,,,,,,0
2.0,95.0,False,,,,,,0
2.0,96.0,False,,,,,,0
2.0,97.0,False,,,,,,0
2.0,98.0,False,,,,,,0
2.0,99.0,False,,,,,,0
2.0,100.0,False,,,,,,0
3.0,1.0,False,,,,,,0
3.0,2.0,False,,,,,,0
3.0,3.0,False,,,,,,0
3.0,4.0,False,,,,,,0
3.0,5.0,False,,,,,,0
3.0,6.0,False,,,,,,0
3.0,7.0,False,,,,,,0
3.0,8.0,False,,,,,,0
3.0,9.0,False,,,,,,0
3.0,10.0,False,,,,,,0
3.0,11.0,False,,,,,,0
3.0,12.0,False,,,,,,0
3.0,13.0,False,,,,,,0
3.0,14.0,False,,,,,,0
3.0,15.0,False,,,,,,0
3.0,16.0,False,,,,,,0
3.0,17.0,False,,,,,,0
3.0,18.0,False,,,,,,0
3.0,19.0,False,,,,,,0
3.0,20.0,False,,,,,,0
3.0,21.0,False,,,,,,0
3.0,22.0,False,,,,,,0
3.0,23.0,False,,,,,,0
3.0,24.0,False,,,,,,0
3.0,25.0,False,,,,,,0
3.0,26.0,False,,,,,,0
3.0,27.0,False,,,,,,0
3.0,28.0,False,,,,,,0
3.0,29.0,False,,,,,,0
3.0,30.0,False,,,,,,0
3.0,31.0,False,,,,,,0
3.0,32.0,False,,,,,,0
3.0,33.0,False,,,,,,0
3.0,34.0,False,,,,,,0
3.0,35.0,False,,,,,,0
3.0,36.0,False,,,,,,0
3.0,37.0,False,,,,,,0
3.0,38.0,False,,,,,,0
3.0,39.0,True,0.0670212488153295,0.0656435332399557,0.2295065224024551,0.946629096433941,-7.821974567435035,1
3.0,40.0,True,0.2139523420124299,0.1417046372071944,0.5739238386274782,0.7657980821170078,-3.1320596849592226,1
3.0,41.0,True,0.1509630423185226,0.1220971870502913,0.4188256718767491,0.8578267697488008,-5.44423282109734,1
3.0,42.0,True,0.3293882317913327,0.1868867393200779,0.6334404760582016,-0.2087546419933391,0.2383046004984349,3
3.0,43.0,True,0.3296588411670847,0.2545207578093093,1.2119992805605568,1.7328129793061378,0.012568319364519,3
3.0,44.0,True,0.362574906664378,0.1910256351214312,0.7449873392062538,0.196127510813844,1.4846666972288225,3
3.0,45.0,True,0.2955201925498947,0.2020288889692762,0.7170376446165688,0.2601598724134602,-0.5578092873383098,3
3.0,46.0,True,0.3339936107722415,0.2615532658903347,1.0100712972320367,1.1513282328164414,0.6657567859638145,3
3.0,47.0,True,0.2702308353556745,0.1586861550163173,0.552574480382388,-0.0334420041748369,-1.6663628252162592,1
