kx,ky,valid,mean_intensity,std_intensity,max_intensity,skew_intensity,ts_pca1
1.0,1.0,False,,,,,
1.0,2.0,False,,,,,
1.0,3.0,False,,,,,
1.0,4.0,False,,,,,
1.0,5.0,False,,,,,
1.0,6.0,False,,,,,
1.0,7.0,False,,,,,
1.0,8.0,False,,,,,
1.0,9.0,False,,,,,
1.0,10.0,False,,,,,
1.0,11.0,False,,,,,
1.0,12.0,False,,,,,
1.0,13.0,False,,,,,
1.0,14.0,False,,,,,
1.0,15.0,False,,,,,
1.0,16.0,False,,,,,
1.0,17.0,False,,,,,
1.0,18.0,False,,,,,
1.0,19.0,False,,,,,
1.0,20.0,False,,,,,
1.0,21.0,False,,,,,
1.0,22.0,False,,,,,
1.0,23.0,False,,,,,
1.0,24.0,False,,,,,
1.0,25.0,False,,,,,
1.0,26.0,False,,,,,
1.0,27.0,False,,,,,
1.0,28.0,False,,,,,
1.0,29.0,False,,,,,
1.0,30.0,False,,,,,
1.0,31.0,False,,,,,
1.0,32.0,False,,,,,
1.0,33.0,False,,,,,
1.0,34.0,False,,,,,
1.0,35.0,False,,,,,
1.0,36.0,False,,,,,
1.0,37.0,False,,,,,
1.0,38.0,False,,,,,
1.0,39.0,False,,,,,
1.0,40.0,False,,,,,
1.0,41.0,False,,,,,
1.0,42.0,False,,,,,
1.0,43.0,False,,,,,
1.0,44.0,False,,,,,
1.0,45.0,False,,,,,
1.0,46.0,False,,,,,
1.0,47.0,False,,,,,
1.0,48.0,False,,,,,
1.0,49.0,False,,,,,
1.0,50.0,False,,,,,
1.0,51.0,False,,,,,
1.0,52.0,False,,,,,
1.0,53.0,False,,,,,
1.0,54.0,False,,,,,
1.0,55.0,False,,,,,
1.0,56.0,False,,,,,
1.0,57.0,False,,,,,
1.0,58.0,False,,,,,
1.0,59.0,False,,,,,
1.0,60.0,False,,,,,
1.0,61.0,False,,,,,
1.0,62.0,False,,,,,
1.0,63.0,False,,,,,
1.0,64.0,False,,,,,
1.0,65.0,False,,,,,
1.0,66.0,False,,,,,
1.0,67.0,False,,,,,
1.0,68.0,False,,,,,
1.0,69.0,False,,,,,
1.0,70.0,False,,,,,
1.0,71.0,False,,,,,
1.0,72.0,False,,,,,
1.0,73.0,False,,,,,
1.0,74.0,False,,,,,
1.0,75.0,False,,,,,
1.0,76.0,False,,,,,
1.0,77.0,False,,,,,
1.0,78.0,False,,,,,
1.0,79.0,False,,,,,
1.0,80.0,False,,,,,
1.0,81.0,False,,,,,
1.0,82.0,False,,,,,
1.0,83.0,False,,,,,
1.0,84.0,False,,,,,
1.0,85.0,False,,,,,
1.0,86.0,False,,,,,
1.0,87.0,False,,,,,
1.0,88.0,False,,,,,
1.0,89.0,False,,,,,
1.0,90.0,False,,,,,
1.0,91.0,False,,,,,
1.0,92.0,False,,,,,
1.0,93.0,False,,,,,
1.0,94.0,False,,,,,
1.0,95.0,False,,,,,
1.0,96.0,False,,,,,
1.0,97.0,False,,,,,
1.0,98.0,False,,,,,
1.0,99.0,False,,,,,
1.0,100.0,False,,,,,
2.0,1.0,False,,,,,
2.0,2.0,False,,,,,
2.0,3.0,False,,,,,
2.0,4.0,False,,,,,
2.0,5.0,False,,,,,
2.0,6.0,False,,,,,
2.0,7.0,False,,,,,
2.0,8.0,False,,,,,
2.0,9.0,False,,,,,
2.0,10.0,False,,,,,
2.0,11.0,False,,,,,
2.0,12.0,False,,,,,
2.0,13.0,False,,,,,
2.0,14.0,False,,,,,
2.0,15.0,False,,,,,
2.0,16.0,False,,,,,
2.0,17.0,False,,,,,
2.0,18.0,False,,,,,
2.0,19.0,False,,,,,
2.0,20.0,False,,,,,
2.0,21.0,False,,,,,
2.0,22.0,False,,,,,
2.0,23.0,False,,,,,
2.0,24.0,False,,,,,
2.0,25.0,False,,,,,
2.0,26.0,False,,,,,
2.0,27.0,False,,,,,
2.0,28.0,False,,,,,
2.0,29.0,False,,,,,
2.0,30.0,False,,,,,
2.0,31.0,False,,,,,
