kx,ky,valid,mean_intensity,std_intensity,max_intensity,skew_intensity,ts_pca1
2.0,32.0,False,,,,,
2.0,33.0,False,,,,,
2.0,34.0,False,,,,,
2.0,35.0,False,,,,,
2.0,36.0,False,,,,,
2.0,37.0,False,,,,,
2.0,38.0,False,,,,,
2.0,39.0,False,,,,,
2.0,40.0,False,,,,,
2.0,41.0,False,,,,,
2.0,42.0,False,,,,,
2.0,43.0,True,0.017200659368335168,0.018303876423970876,0.0627887360148789,0.9034100866407514,-11.043846320009166
2.0,44.0,True,0.04149863791234704,0.03648787659765152,0.1188751485326615,0.739777105452907,-10.265984162395347
2.0,45.0,True,0.12440664961999223,0.05785996125517608,0.2410509070112447,-0.004868420007555845,-7.554778100964348
2.0,46.0,True,0.17310745795018573,0.11346782249722007,0.3922371546982396,0.21880584168036724,-6.1348153582456275
2.0,47.0,True,0.19169324251519412,0.06906015385770321,0.307859340422718,-0.2689074875633239,-5.575097962452482
2.0,48.0,True,0.22313893548439595,0.12543517178660624,0.4582806227945207,-0.05122671020025488,-4.461718291385409
2.0,49.0,True,0.34234945590408133,0.18800311634022374,0.7310511989549551,0.3113997742288093,-0.6099469036268943
2.0,50.0,True,0.20575539539231813,0.08522052119748613,0.3661920049506111,0.1451525430636868,-5.37609840758071
2.0,51.0,True,0.22351410993274892,0.19810542996055644,0.9584910086180806,1.640020865770227,-4.76774062089416
2.0,52.0,True,0.19447999310704261,0.10638856399024292,0.4262051017383116,0.08273476143920139,-5.501184696052377
2.0,53.0,True,0.2686528494861836,0.15122818884289962,0.6751971462452933,0.6672436155468141,-2.8952216256162204
2.0,54.0,True,0.190674109531918,0.10391573442544136,0.4155899145323002,0.4038362519881768,-5.7393927087379035
2.0,55.0,True,0.18398565783559576,0.08111856811933998,0.4347097673291988,0.7653600050498142,-6.024853564517428
2.0,56.0,True,0.20912128995033932,0.08280268212389763,0.3600622964184681,-0.49427571265432907,-4.848848956379132
2.0,57.0,True,0.11795267238224462,0.08073103936251085,0.3077329197700427,0.95209693709703,-7.933941965904652
2.0,58.0,True,0.07539267062445887,0.06696629450833287,0.2576875432424405,1.278748685708839,-9.164680651332983
2.0,59.0,False,,,,,
2.0,60.0,False,,,,,
2.0,61.0,False,,,,,
2.0,62.0,False,,,,,
2.0,63.0,False,,,,,
2.0,64.0,False,,,,,
2.0,65.0,False,,,,,
2.0,66.0,False,,,,,
2.0,67.0,False,,,,,
2.0,68.0,False,,,,,
2.0,69.0,False,,,,,
2.0,70.0,False,,,,,
2.0,71.0,False,,,,,
2.0,72.0,False,,,,,
2.0,73.0,False,,,,,
2.0,74.0,False,,,,,
2.0,75.0,False,,,,,
2.0,76.0,False,,,,,
2.0,77.0,False,,,,,
2.0,78.0,False,,,,,
2.0,79.0,False,,,,,
2.0,80.0,False,,,,,
2.0,81.0,False,,,,,
2.0,82.0,False,,,,,
2.0,83.0,False,,,,,
2.0,84.0,False,,,,,
2.0,85.0,False,,,,,
2.0,86.0,False,,,,,
2.0,87.0,False,,,,,
2.0,88.0,False,,,,,
2.0,89.0,False,,,,,
2.0,90.0,False,,,,,
2.0,91.0,False,,,,,
2.0,92.0,False,,,,,
2.0,93.0,False,,,,,
2.0,94.0,False,,,,,
2.0,95.0,False,,,,,
2.0,96.0,False,,,,,
2.0,97.0,False,,,,,
2.0,98.0,False,,,,,
2.0,99.0,False,,,,,
2.0,100.0,False,,,,,
3.0,1.0,False,,,,,
3.0,2.0,False,,,,,
3.0,3.0,False,,,,,
3.0,4.0,False,,,,,
3.0,5.0,False,,,,,
3.0,6.0,False,,,,,
3.0,7.0,False,,,,,
3.0,8.0,False,,,,,
3.0,9.0,False,,,,,
3.0,10.0,False,,,,,
3.0,11.0,False,,,,,
3.0,12.0,False,,,,,
3.0,13.0,False,,,,,
3.0,14.0,False,,,,,
3.0,15.0,False,,,,,
3.0,16.0,False,,,,,
3.0,17.0,False,,,,,
3.0,18.0,False,,,,,
3.0,19.0,False,,,,,
3.0,20.0,False,,,,,
3.0,21.0,False,,,,,
3.0,22.0,False,,,,,
3.0,23.0,False,,,,,
3.0,24.0,False,,,,,
3.0,25.0,False,,,,,
3.0,26.0,False,,,,,
3.0,27.0,False,,,,,
3.0,28.0,False,,,,,
3.0,29.0,False,,,,,
3.0,30.0,False,,,,,
3.0,31.0,False,,,,,
3.0,32.0,False,,,,,
3.0,33.0,False,,,,,
3.0,34.0,False,,,,,
3.0,35.0,False,,,,,
3.0,36.0,False,,,,,
3.0,37.0,False,,,,,
3.0,38.0,True,0.01335060017657532,0.022586804721624866,0.0686206380760738,1.4429743343498196,-11.219090699932094
3.0,39.0,True,0.09369987048582104,0.08456701927804154,0.3252426284912303,1.3159621301194766,-8.624179913806353
3.0,40.0,True,0.18369567565237663,0.07040824152935453,0.2939795816858924,-0.3974839467794945,-5.992410028887217
3.0,41.0,True,0.24268560088843164,0.12859632747436117,0.476608386769024,-0.16052852810059776,-3.788265244005183
3.0,42.0,True,0.3679384482547205,0.18040133584886203,1.008953246443189,1.2381257457226098,-0.4103298967461042
3.0,43.0,True,0.42730012055294764,0.17342807083917752,0.683443759913325,-0.17671288606866326,2.1863603569693515
3.0,44.0,True,0.39242206243097233,0.17754023069156208,0.6606668105180247,-0.271498603499301,1.0677096442863503
3.0,45.0,True,0.33979717863424347,0.11424393062286146,0.5411830180654793,0.08653365304278819,-0.8559348705672858
3.0,46.0,True,0.43393545941808026,0.17273564933457075,0.8716756663138773,0.9546846507714242,1.7138248080321525
3.0,47.0,True,0.36394891842633453,0.23267029351098284,0.9783295831981034,1.388335076022936,0.2480650251226117
3.0,48.0,True,0.29562245751975175,0.1411735417248629,0.5082087822728089,-0.626410442717705,-2.530450089271016
3.0,49.0,True,0.5607979255930752,0.27516779811262526,1.303234817631433,1.121492597250578,6.137734899611016
3.0,50.0,True,0.3129466991673131,0.22113703586527625,0.9448707206092808,0.7454106158194798,-1.8340980353465337
3.0,51.0,True,0.3637467915889842,0.16015277600541164,0.7067635539753162,0.4128704702679582,-0.27552736978014464
3.0,52.0,True,0.3271113451134369,0.16289543592553002,0.6273596108035837,0.1645856178563888,-1.225849278262928
3.0,53.0,True,0.2830036556103688,0.11348738271625428,0.5448298567767526,0.49775141575723936,-2.8206795408429945
3.0,54.0,True,0.4384256078689217,0.22546809445271956,0.8519232224922217,0.14168694821596078,2.678684759204298
3.0,55.0,True,0.22738168262460384,0.16585829135574465,0.6744243536766275,1.2699995594355908,-4.323217928804941
3.0,56.0,True,0.3213043474587945,0.1534960826972447,0.6562998893667089,0.43742727662880077,-1.3939816281958137
3.0,57.0,True,0.432325187981838,0.20341576432362893,0.9111783423263696,0.7903979590783919,1.794772989582593
3.0,58.0,True,0.44067947397163854,0.21441537507342373,0.9125605599470428,0.08934609536883742,2.109648054068002
3.0,59.0,True,0.428579495131384,0.1618689715239493,0.747221902510637,-0.00833260027191378,1.9314123309871483
3.0,60.0,True,0.2871873020920766,0.16556511588740366,0.7353635584646033,0.6876562903570974,-2.812322993411368
3.0,61.0,True,0.3105628150229842,0.17185379428740338,0.6635859893499634,0.34709419906895017,-1.864734008471208
3.0,62.0,True,0.1912081564198425,0.08407082404696069,0.3578557236485291,0.10966614445315262,-5.54221554240485
3.0,63.0,True,0.10970365303838472,0.10851824917483638,0.4286234681035822,0.917130296411437,-8.228522566537398
3.0,64.0,False,,,,,
3.0,65.0,False,,,,,
3.0,66.0,False,,,,,
3.0,67.0,False,,,,,
3.0,68.0,False,,,,,
3.0,69.0,False,,,,,
3.0,70.0,False,,,,,
3.0,71.0,False,,,,,
3.0,72.0,False,,,,,
3.0,73.0,False,,,,,
3.0,74.0,False,,,,,
3.0,75.0,False,,,,,
3.0,76.0,False,,,,,
3.0,77.0,False,,,,,
3.0,78.0,False,,,,,
3.0,79.0,False,,,,,
3.0,80.0,False,,,,,
3.0,81.0,False,,,,,
3.0,82.0,False,,,,,
3.0,83.0,False,,,,,
3.0,84.0,False,,,,,
3.0,85.0,False,,,,,
3.0,86.0,False,,,,,
3.0,87.0,False,,,,,
3.0,88.0,False,,,,,
3.0,89.0,False,,,,,
3.0,90.0,False,,,,,
3.0,91.0,False,,,,,
3.0,92.0,False,,,,,
3.0,93.0,False,,,,,
3.0,94.0,False,,,,,
3.0,95.0,False,,,,,
3.0,96.0,False,,,,,
3.0,97.0,False,,,,,
3.0,98.0,False,,,,,
3.0,99.0,False,,,,,
3.0,100.0,False,,,,,
4.0,1.0,False,,,,,
4.0,2.0,False,,,,,
4.0,3.0,False,,,,,
4.0,4.0,False,,,,,
4.0,5.0,False,,,,,
4.0,6.0,False,,,,,
4.0,7.0,False,,,,,
4.0,8.0,False,,,,,
4.0,9.0,False,,,,,
4.0,10.0,False,,,,,
4.0,11.0,False,,,,,
4.0,12.0,False,,,,,
4.0,13.0,False,,,,,
4.0,14.0,False,,,,,
4.0,15.0,False,,,,,
4.0,16.0,False,,,,,
4.0,17.0,False,,,,,
4.0,18.0,False,,,,,
4.0,19.0,False,,,,,
4.0,20.0,False,,,,,
4.0,21.0,False,,,,,
4.0,22.0,False,,,,,
4.0,23.0,False,,,,,
4.0,24.0,False,,,,,
4.0,25.0,False,,,,,
4.0,26.0,False,,,,,
4.0,27.0,False,,,,,
4.0,28.0,False,,,,,
4.0,29.0,False,,,,,
4.0,30.0,False,,,,,
4.0,31.0,False,,,,,
4.0,32.0,False,,,,,
4.0,33.0,False,,,,,
4.0,34.0,False,,,,,
4.0,35.0,True,0.0348792513078934,0.045805830416405825,0.1954529035672488,1.4229349635076576,-10.623565874543315
4.0,36.0,True,0.12553105800859574,0.11489510655799991,0.4406380263504504,0.7293952411556048,-7.9295753299710485
4.0,37.0,True,0.31113185617428174,0.1444182460510851,0.5511806017969841,0.31402030582852825,-1.7612960775012423
4.0,38.0,True,0.4227980868156866,0.1966427544487447,0.7993201614489712,0.04736419152635118,1.4878627505991515
4.0,39.0,True,0.370150613909336,0.25560493691152525,1.0076643965457246,1.1051620216483664,0.10976622234953402
4.0,40.0,True,0.3942177482756143,0.19332575844036126,1.095454586062972,1.5112694253501942,0.21891209810140252
4.0,41.0,True,0.4170490647287572,0.1625976231082637,0.8053332289192872,0.2193327368539827,1.552318404870701
4.0,42.0,True,0.4275219088254228,0.32195650607610515,1.039963356228622,0.04122476990188301,1.127704275750899
4.0,43.0,True,0.42808523944813764,0.22292203442784478,0.8932152866998496,0.49557412885315894,2.003615268410432
4.0,44.0,True,0.3322330656708,0.2444943726929585,0.8755424319167107,0.7573159553759833,-1.264257510621465
4.0,45.0,True,0.4368330439298855,0.14934062799843395,0.7934942795409549,0.12068283519989698,1.8369412971946084
4.0,46.0,True,0.3524691602498559,0.17578196715281855,0.6880153979352676,-0.2816419291916947,-0.4890485408951339
4.0,47.0,True,0.34508505856109206,0.16080511696851027,0.6385338603220003,-0.04134314167096636,-0.5257963200019329
4.0,48.0,True,0.351498618379006,0.23176711997326413,0.7842887975405807,0.14846996522652295,-0.4695330568910185
4.0,49.0,True,0.39700795233158587,0.23465932444139606,0.950518685235371,0.5984039968473254,0.9512867804388572
4.0,50.0,True,0.4269574793063562,0.19416788876846078,0.7909106204115036,-0.4807065951707599,1.9260826936967526
4.0,51.0,True,0.42410614639040917,0.1784235139475815,0.7290082475510203,-0.5360734595722967,1.8537916173853968
4.0,52.0,True,0.5561038129653582,0.1775473240166468,1.0295130897455556,0.7371201121084556,5.9909675253072345
4.0,53.0,True,0.4315960456869284,0.1941211472747397,1.1267104262437264,1.1962614135085328,1.8041675812143652
4.0,54.0,True,0.4529248596455095,0.22181072168553956,0.9527638731817708,0.6181381966561987,3.011325289746649
4.0,55.0,True,0.32978854036463084,0.1123602096670161,0.5130880077993337,-0.5577453034142997,-1.3091148154758714
4.0,56.0,True,0.2765214740456053,0.15051625977241231,0.8789223684725618,1.632464644456261,-3.2853906922527454
4.0,57.0,True,0.3778625448368478,0.20673742197434478,0.7857909235999365,0.20554978893909331,0.23102981922947663
4.0,58.0,True,0.4088997980725138,0.17052889112821368,0.6723260486026271,-0.25533189423223207,1.6537387770052856
4.0,59.0,True,0.3748955918073436,0.14024001553333393,0.5731888877720638,-0.943737554736912,0.6252766049415095
4.0,60.0,True,0.504490886594667,0.17695106064207747,0.8053588667488428,-0.032808645047991976,4.556813496301211
4.0,61.0,True,0.37983127685418466,0.10641504456061467,0.6244259731316114,0.30165686926533736,0.2576471243355251
4.0,62.0,True,0.4918168188805708,0.10149473356745653,0.6281146812338122,-0.528478723037918,3.870605241272964
4.0,63.0,True,0.5921425149821192,0.2895119236220027,1.3705656351182245,0.9336826345607699,6.865695421147924
4.0,64.0,True,0.4661509161458314,0.22269261862257772,0.8316768720263583,-0.06647182490288543,3.486052833884375
4.0,65.0,True,0.4652132500996572,0.12813501112586437,0.8146363048890267,0.7761547758809926,2.8377369654973945
4.0,66.0,True,0.1853315035753126,0.1016481937286018,0.4295915980699639,0.37430676599011337,-5.645448382089314
4.0,67.0,False,,,,,
4.0,68.0,False,,,,,
4.0,69.0,False,,,,,
4.0,70.0,False,,,,,
4.0,71.0,False,,,,,
4.0,72.0,False,,,,,
4.0,73.0,False,,,,,
4.0,74.0,False,,,,,
4.0,75.0,False,,,,,
4.0,76.0,False,,,,,
4.0,77.0,False,,,,,
4.0,78.0,False,,,,,
4.0,79.0,False,,,,,
4.0,80.0,False,,,,,
4.0,81.0,False,,,,,
4.0,82.0,False,,,,,
4.0,83.0,False,,,,,
4.0,84.0,False,,,,,
4.0,85.0,False,,,,,
4.0,86.0,False,,,,,
4.0,87.0,False,,,,,
4.0,88.0,False,,,,,
4.0,89.0,False,,,,,
4.0,90.0,False,,,,,
4.0,91.0,False,,,,,
4.0,92.0,False,,,,,
4.0,93.0,False,,,,,
4.0,94.0,False,,,,,
4.0,95.0,False,,,,,
4.0,96.0,False,,,,,
4.0,97.0,False,,,,,
4.0,98.0,False,,,,,
4.0,99.0,False,,,,,
4.0,100.0,False,,,,,
5.0,1.0,False,,,,,
5.0,2.0,False,,,,,
5.0,3.0,False,,,,,
5.0,4.0,False,,,,,
5.0,5.0,False,,,,,
5.0,6.0,False,,,,,
5.0,7.0,False,,,,,
5.0,8.0,False,,,,,
5.0,9.0,False,,,,,
5.0,10.0,False,,,,,
5.0,11.0,False,,,,,
5.0,12.0,False,,,,,
5.0,13.0,False,,,,,
5.0,14.0,False,,,,,
5.0,15.0,False,,,,,
5.0,16.0,False,,,,,
5.0,17.0,False,,,,,
5.0,18.0,False,,,,,
5.0,19.0,False,,,,,
5.0,20.0,False,,,,,
5.0,21.0,False,,,,,
5.0,22.0,False,,,,,
5.0,23.0,False,,,,,
5.0,24.0,False,,,,,
5.0,25.0,False,,,,,
5.0,26.0,False,,,,,
5.0,27.0,False,,,,,
5.0,28.0,False,,,,,
5.0,29.0,False,,,,,
5.0,30.0,False,,,,,
5.0,31.0,False,,,,,
5.0,32.0,False,,,,,
5.0,33.0,True,0.08672560824948596,0.0612581893431449,0.2469172435770776,0.7074564696691925,-8.862897661850806
5.0,34.0,True,0.21233404537540748,0.08233583624523307,0.3466269020132773,-0.16831357650208373,-4.934794017220326
5.0,35.0,True,0.3369130613575026,0.1889386180985102,0.6740242469456796,0.02887804122766203,-0.9120124472266409
5.0,36.0,True,0.5629774247722406,0.2527303243111653,1.100120282617057,0.587177499495389,6.556433652876234
5.0,37.0,True,0.34087960975353204,0.143851711202399,0.5457749105823352,-0.5424563531039193,-0.7411080589418003
5.0,38.0,True,0.39142283870660183,0.18604653225285775,0.7769276778426687,0.24131215676921022,0.6722073115138345
5.0,39.0,True,0.4340676914845736,0.196069102846833,0.8728039212378998,0.3290952430503452,2.196661041520831
5.0,40.0,True,0.32322748605800505,0.13947221016066522,0.6101821890382764,0.31368393254090804,-1.6315592056685644
5.0,41.0,True,0.4407597510190775,0.17485372724363535,0.8040582118225128,-0.3134613392981342,2.480518667779653
5.0,42.0,True,0.44454447630664284,0.2172218811519912,0.8436134685680956,0.2567163219946562,2.2961512788790177
5.0,43.0,True,0.40458998797761747,0.2234684287275972,0.9782522315069836,0.9622042888731843,1.2965704277518668
5.0,44.0,True,0.3273576914639949,0.23109150155549874,0.8834930017110226,0.9219140727026326,-1.111908012912641
5.0,45.0,True,0.4546787236844969,0.1419594896024912,0.6982680723885513,0.16204103240013074,2.404204852789958
5.0,46.0,True,0.4365130972249041,0.1954238608249191,0.8253048536821992,-0.17744987020483655,2.5434608709607964
5.0,47.0,True,0.3985833778488345,0.12434575266731891,0.6893490736847102,0.4965089091769828,1.0615885656262365
5.0,48.0,True,0.31008918176288186,0.14539676501682497,0.7609486144653819,0.2402058712612454,-2.098650254357693
5.0,49.0,True,0.3420182410358052,0.16834985626622084,0.6869693498187395,0.13520807405343827,-0.7528094433027566
5.0,50.0,True,0.27923279654697153,0.16129708761820366,0.8841399233867367,1.3207975089132382,-3.1004789690462857
5.0,51.0,True,0.3049687266930431,0.16341813481968656,0.6724951343553884,0.4816481998725365,-2.1575280577163545
5.0,52.0,True,0.3779296013706891,0.20210299565348605,0.7133328104111516,0.11251319438323251,0.6700976108152672
5.0,53.0,True,0.21857281907022333,0.18883850960293322,0.6713486818224002,0.9865195071246722,-4.563927429881697
5.0,54.0,True,0.2775686085003851,0.19264813156068664,0.8149497133936942,1.39791289669526,-3.3365166248097813
5.0,55.0,True,0.35236357040304883,0.2537321469083078,1.0246182300222877,1.0915167233777239,-0.4372955418710375
5.0,56.0,True,0.2812303010255691,0.14285925760839704,0.4587975490830673,-0.8749753591821363,-2.413324310696576
5.0,57.0,True,0.2884721295267185,0.12720258581789032,0.4829349264907355,-0.48911107986089986,-2.7418294377465595
5.0,58.0,True,0.4468073078934479,0.19520865469547358,0.9091698507201316,0.31921345280961655,2.1321203646418296
5.0,59.0,True,0.4129869093281888,0.1424875644911722,0.6339442322576927,-0.6316027628401872,1.400912943823329
5.0,60.0,True,0.3820679619802304,0.14264054738243642,0.6146493680653136,-0.042255960155502516,0.45678492503555496
5.0,61.0,True,0.425374145469172,0.26969034658086555,1.046553598707929,0.38226208987940263,1.301283557194231
5.0,62.0,True,0.3842102466117024,0.1552953961542718,0.7371546032575343,0.2868614405605353,0.4431242365974866
5.0,63.0,True,0.43201132409491744,0.21259572515779726,0.9549770694012376,0.6611428438578679,2.5100073638963467
5.0,64.0,True,0.545551788651919,0.13283088068233284,0.8450078651975385,0.3362727259778389,5.555003584425449
5.0,65.0,True,0.6033767848252833,0.2416376015587207,1.0621909117784,0.22743933574262892,7.9979804417497045
5.0,66.0,True,0.6213937870354,0.14406584925194674,0.8696792619272182,-0.455551037388564,8.014979706347404
5.0,67.0,True,0.4200108631371085,0.29031775397453785,1.0754256677763154,0.9080473794171405,0.8677331605944596
5.0,68.0,True,0.42722962694384814,0.26524173784644184,1.3023171245769618,0.899478258989469,1.1169472681439778
5.0,69.0,True,0.0802769604601681,0.06456951485971017,0.2437672341088474,0.9171712729900068,-9.173133565869469
5.0,70.0,False,,,,,
5.0,71.0,False,,,,,
5.0,72.0,False,,,,,
5.0,73.0,False,,,,,
5.0,74.0,False,,,,,
5.0,75.0,False,,,,,
5.0,76.0,False,,,,,
5.0,77.0,False,,,,,
5.0,78.0,False,,,,,
5.0,79.0,False,,,,,
5.0,80.0,False,,,,,
5.0,81.0,False,,,,,
5.0,82.0,False,,,,,
5.0,83.0,False,,,,,
5.0,84.0,False,,,,,
5.0,85.0,False,,,,,
5.0,86.0,False,,,,,
5.0,87.0,False,,,,,
5.0,88.0,False,,,,,
5.0,89.0,False,,,,,
5.0,90.0,False,,,,,
5.0,91.0,False,,,,,
5.0,92.0,False,,,,,
5.0,93.0,False,,,,,
5.0,94.0,False,,,,,
5.0,95.0,False,,,,,
5.0,96.0,False,,,,,
5.0,97.0,False,,,,,
5.0,98.0,False,,,,,
5.0,99.0,False,,,,,
5.0,100.0,False,,,,,
6.0,1.0,False,,,,,
6.0,2.0,False,,,,,
6.0,3.0,False,,,,,
6.0,4.0,False,,,,,
6.0,5.0,False,,,,,
6.0,6.0,False,,,,,
6.0,7.0,False,,,,,
6.0,8.0,False,,,,,
6.0,9.0,False,,,,,
6.0,10.0,False,,,,,
6.0,11.0,False,,,,,
6.0,12.0,False,,,,,
6.0,13.0,False,,,,,
6.0,14.0,False,,,,,
6.0,15.0,False,,,,,
6.0,16.0,False,,,,,
6.0,17.0,False,,,,,
6.0,18.0,False,,,,,
6.0,19.0,False,,,,,
6.0,20.0,False,,,,,
6.0,21.0,False,,,,,
6.0,22.0,False,,,,,
6.0,23.0,False,,,,,
6.0,24.0,False,,,,,
6.0,25.0,False,,,,,
6.0,26.0,False,,,,,
6.0,27.0,False,,,,,
6.0,28.0,False,,,,,
6.0,29.0,False,,,,,
6.0,30.0,True,0.035092735933631325,0.03972674815744132,0.1338374399676358,1.11138401178608,-10.476210783459528
6.0,31.0,True,0.31376632101484025,0.16629058425215704,0.7542299599372154,0.758584029063907,-1.4061338475187957
6.0,32.0,True,0.4396782719079227,0.22709960228032144,0.9643138531744868,0.7892076304121165,2.101622078261043
6.0,33.0,True,0.376747799259695,0.2343779212180303,0.8995168958097978,0.1449496343134269,-0.12442594122018319
6.0,34.0,True,0.3710222183234604,0.14710223575212242,0.7020762714240595,-0.13612630984152768,0.1604484060454261
6.0,35.0,True,0.44894005517655694,0.2879794039876036,1.5,2.038384622804266,1.9772768384682202
6.0,36.0,True,0.32606383429330743,0.2482601058842704,1.386649322773623,2.1276669689697414,-1.943287765037649
6.0,37.0,True,0.5680258568999306,0.24418800486332592,1.0540161099678813,0.23286399367837257,6.3410486172573135
6.0,38.0,True,0.36605612420215616,0.14550567402907355,0.778679257068689,0.8518925664552007,-0.490245934713017
6.0,39.0,True,0.40184359717327456,0.16365378947495252,0.7587798581594957,0.789576519440331,0.7856467521208079
6.0,40.0,True,0.2446327566196574,0.10839802223479132,0.4238770903696826,-0.15222258174703318,-4.152460494229743
6.0,41.0,True,0.31791155430963114,0.13511022711532955,0.6362294343315529,0.7187976627019583,-1.791614243000206
6.0,42.0,True,0.5609202386651422,0.18397234493558914,0.9183182118127554,-0.271317731677227,5.859781954360646
6.0,43.0,True,0.4856416540669515,0.24150963641016254,1.0636707553154026,0.2775415480572008,3.327635104909432
6.0,44.0,True,0.3877256897635354,0.1124745499706907,0.6321857485665956,0.7256801880713607,0.5537862990255252
6.0,45.0,True,0.43414286544287006,0.1417064244651374,0.7045722309838447,-0.016638589326650067,2.0037277758786622
6.0,46.0,True,0.47416439051818815,0.20905338819512026,0.802258972028994,-0.6757685116700415,3.871069338251771
6.0,47.0,True,0.49412875536566786,0.16845173222468007,0.9172318596196256,0.30330555432757694,3.9198016187869915
6.0,48.0,True,0.4971097423764334,0.1585411958344062,0.8566624128214387,0.5906777842444739,3.8453543181189307
6.0,49.0,True,0.3923608334359784,0.16261909044981726,0.7975775057338593,0.612074798510798,1.134292608193881
6.0,50.0,True,0.39690500012714014,0.16158450035316851,0.7818892721549789,0.41732857741922735,1.1069846235968481
6.0,51.0,True,0.33495281182053016,0.16944155413135825,0.5893223389893045,-0.05858360068784149,-0.7844318487438153
6.0,52.0,True,0.37842702383410376,0.13977840528171415,0.6514264088621124,0.09237468499998937,0.26690260916746283
6.0,53.0,True,0.3839840145316063,0.1495693059969616,0.6422148803420726,-0.3230441176328944,0.9067721675606992
6.0,54.0,True,0.43530719368541154,0.18074969231123356,0.8380982950615803,0.641054219599538,2.1615294212604064
6.0,55.0,True,0.3581905642148234,0.15255664872262537,0.6498653679513919,0.44844316422818953,-0.555268898474042
6.0,56.0,True,0.33936823355002255,0.18500777362383855,0.7446198920559152,0.9673006745746038,-0.5903994127928953
6.0,57.0,True,0.43388756269133616,0.20154904289399989,0.8971055513433022,0.7679418061755761,2.3017549903255854
